rownames,session_id,collaborator_id,event_id,event_start_date,event_type,SalaireMois,ETP01,ETP02,ETP03,ETP04,ETP05,ETP06,ETP07,ETP08,ETP09,ETP10,ETP11,ETP12,ETP,Salaire13,PrimePrecarite,CongesCDD,ChargesSocialesPourcent,CoutTotalAnnuel,user_comments,comments,credte,upduser_id,PrecariteActive
1079,22,16,0,2016-01-01,DefaultPeriod,2943.92,1,1,1,1,1,1,1,1,1,1,1,1,1,2958.64,0,0,0.608,61847.41,,,2016-07-05 ,60,0
1080,22,17,0,2016-01-01,DefaultPeriod,4309.42,1,1,1,1,1,1,1,1,1,1,1,0,0.92,3968.26,0,0,0.608,82952.46,,,2016-07-05 ,60,0
1081,22,18,0,2016-01-01,DefaultPeriod,4781.75,1,1,1,1,1,1,1,1,1,1,1,1,1,4805.66,0,0,0.608,100457.48,ok,,2016-07-05 ,60,0
1082,22,19,0,2016-01-01,DefaultPeriod,6490.74,1,1,1,1,1,1,1,1,1,1,1,1,1,6523.19,0,0,0.608,136360.83,ok,,2016-07-05 ,60,0
1083,22,20,0,2016-01-01,DefaultPeriod,4037.87,1,1,1,1,1,1,1,1,1,1,1,1,1,4058.06,0,0,0.608,84829.67,,,2016-07-05 ,60,0
1084,22,21,0,2016-01-01,DefaultPeriod,4596.07,1,1,1,1,1,1,1,1,1,1,1,1,1,4619.05,0,0,0.608,96556.62,,,2016-07-05 ,60,0
1085,22,22,0,2016-01-01,DefaultPeriod,4395.61,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,3534.07,0,0,0.608,73876.22,,,2016-07-05 ,60,0
1086,22,23,0,2016-01-01,DefaultPeriod,4395.61,1,1,1,1,1,1,1,1,1,1,1,1,1,4417.59,0,0,0.608,92345.27,,,2016-07-05 ,60,0
1087,22,24,0,2016-01-01,DefaultPeriod,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0,0,0,0.608,0,,,2016-07-05 ,60,0
1088,22,25,0,2016-01-01,DefaultPeriod,4552,1,1,1,1,1,1,1,1,1,1,1,1,1,4552,0,0,0.608,95155.01,,,2016-07-05 ,60,0
1089,22,26,0,2016-01-01,DefaultPeriod,4309.42,1,1,1,1,1,1,1,1,1,1,1,1,1,4330.97,0,0,0.608,90534.55,,,2016-07-05 ,60,0
1090,22,28,0,2016-01-01,DefaultPeriod,3958.7,1,1,1,1,1,1,1,1,1,1,1,1,1,3978.49,0,0,0.608,83166.42,ok,,2016-07-05 ,60,0
1091,22,30,0,2016-01-01,DefaultPeriod,3881.08,1,1,1,1,1,1,0,0,0,0,0,0,0.5,1940.54,2522.7,3141.04,0.608,49672.34,,,2016-07-05 ,60,1
1092,22,33,0,2016-01-01,DefaultPeriod,6006.99,1,1,1,1,1,1,1,1,1,1,1,1,1,6037.03,0,0,0.608,126197.98,,,2016-07-05 ,60,0
1093,22,34,0,2016-01-01,DefaultPeriod,4309.42,1,1,1,1,1,1,1,1,1,1,1,1,1,4330.97,0,0,0.608,90534.55,,,2016-07-05 ,60,0
1094,22,37,0,2016-01-01,DefaultPeriod,8913,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,106956,ok facture salaire T1 2016,,2016-07-05 ,60,0
1095,22,38,0,2016-01-01,DefaultPeriod,4309.42,1,1,1,1,1,1,1,1,1,1,1,1,1,4330.97,0,0,0.608,90534.55,,,2016-07-05 ,60,0
1096,22,39,0,2016-01-01,DefaultPeriod,4224.92,1,1,1,1,1,1,1,1,1,1,1,1,1,4246.05,0,0,0.608,88759.33,,,2016-07-05 ,60,0
1097,22,42,0,2016-01-01,DefaultPeriod,6006.99,1,1,1,1,1,1,1,1,1,1,1,1,1,6037.03,0,0,0.608,126197.98,,,2016-07-05 ,60,0
1098,22,43,0,2016-01-01,DefaultPeriod,4037.87,1,1,1,1,1,1,1,1,1,1,1,1,1,4058.06,0,0,0.608,84829.67,ok,,2016-07-05 ,60,0
1099,22,44,0,2016-01-01,DefaultPeriod,4596.07,1,1,1,1,1,1,1,1,1,1,1,1,1,4619.05,0,0,0.608,96556.62,,,2016-07-05 ,60,0
1100,22,45,0,2016-01-01,DefaultPeriod,4037.87,1,1,1,1,1,1,1,1,1,1,1,1,1,4058.06,0,0,0.608,84829.67,ok,,2016-07-05 ,60,0
1101,22,46,0,2016-01-01,DefaultPeriod,4687.99,1,1,1,1,1,1,1,1,1,1,1,1,1,4711.43,0,0,0.608,98487.73,,,2016-07-05 ,60,0
1102,22,47,0,2016-01-01,DefaultPeriod,4037.87,1,1,1,1,1,1,1,1,1,1,1,1,1,4058.06,0,0,0.608,84829.67,,,2016-07-05 ,60,0
1103,22,48,0,2016-01-01,DefaultPeriod,3958.7,1,1,1,1,1,1,1,1,1,1,1,1,1,3978.49,0,0,0.608,83166.42,,,2016-07-05 ,60,0
1104,22,49,0,2016-01-01,DefaultPeriod,4224.92,1,1,1,1,1,1,1,0,0,0,0,0,0.58,2468.06,0,0,0.608,51592.28,,,2016-07-05 ,60,0
1105,22,50,0,2016-01-01,DefaultPeriod,4340,1,1,1,1,1,1,1,1,1,1,1,1,1,4340,5642,7024.91,0.608,111091.75,,,2016-07-05 ,60,1
1106,22,53,0,2016-01-01,DefaultPeriod,4329.5,1,1,1,1,1,1,1,1,1,1,1,1,1,4351.15,0,0,0.608,90956.39,,,2016-07-05 ,60,0
1107,22,54,0,2016-01-01,DefaultPeriod,3534.16,1,0,0,0,0,0,0,0,0,0,0,0,0.08,294.51,0,0,0.608,6156.5,,,2016-07-05 ,60,0
1108,22,55,0,2016-01-01,DefaultPeriod,4538.88,1,1,1,1,1,1,1,1,1,1,1,1,1,4561.57,0,0,0.608,95355.14,,,2016-07-05 ,60,0
1109,22,56,0,2016-01-01,DefaultPeriod,2740.69,1,1,1,1,1,1,1,1,1,1,1,1,1,2754.39,0,0,0.608,57577.83,,,2016-07-05 ,60,0
1110,22,57,0,2016-01-01,DefaultPeriod,3191.53,1,1,1,1,1,1,1,1,1,1,1,1,1,3207.49,0,0,0.608,67049.32,,,2016-07-05 ,60,0
1111,22,58,0,2016-01-01,DefaultPeriod,3540.09,1,1,1,1,1,1,1,1,1,1,1,1,1,3557.79,0,0,0.608,74372.06,,,2016-07-05 ,60,0
1112,22,59,0,2016-01-01,DefaultPeriod,6530.82,1,1,1,1,1,1,1,1,1,1,1,1,1,0,8490.07,10571.07,0.608,156669.02,,,2016-07-05 ,60,1
1113,22,61,0,2016-01-01,DefaultPeriod,2560.83,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,49660.84,,,2016-07-05 ,60,0
1114,22,62,0,2016-01-01,DefaultPeriod,2740.69,1,1,1,1,1,1,1,1,1,1,1,1,1,2754.39,0,0,0.608,57577.83,,,2016-07-05 ,60,0
1115,22,63,0,2016-01-01,DefaultPeriod,2740.69,1,1,1,1,1,1,1,1,1,1,1,1,1,2754.39,0,0,0.608,57577.83,,,2016-07-05 ,60,0
1116,22,71,0,2016-01-01,DefaultPeriod,3881.08,1,1,1,1,1,1,1,1,1,0,0,0,0.75,2920.51,3796.67,4727.27,0.608,74756.88,,,2016-07-05 ,60,1
1117,22,72,0,2016-01-01,DefaultPeriod,3881.08,1,0,0,0,0,0,0,0,0,0,0,0,0.08,323.42,420.45,523.51,0.608,8278.72,,,2016-07-05 ,60,1
1118,22,73,0,2016-01-01,DefaultPeriod,3881.08,1,0,0,0,0,0,0,0,0,0,0,0,0.08,323.42,420.45,523.51,0.608,8278.72,,,2016-07-05 ,60,1
1119,22,75,0,2016-01-04,DefaultPeriod,2565.72,1,1,1,1,1,1,1,1,1,1,1,1,1,2578.55,3352.11,4173.75,0.608,66003.56,,,2016-07-05 ,60,1
1120,22,76,0,2016-01-01,DefaultPeriod,0,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0.35,0,0,0,0.608,0,,,2016-07-05 ,60,0
1121,22,79,0,2016-01-01,DefaultPeriod,3586.35,1,1,1,1,0,0,0,0,0,0,0,0,0.33,1195.45,1554.09,1935.01,0.608,30600.16,,,2016-07-05 ,60,1
1122,22,80,0,2016-01-01,DefaultPeriod,3881.08,1,1,1,1,1,1,1,1,1,1,1,1,1,3900.49,5070.63,6313.49,0.608,99841.41,,,2016-07-05 ,60,1
1123,22,81,0,2016-01-01,DefaultPeriod,3881.08,1,0,0,0,0,0,0,0,0,0,0,0,0.08,323.42,420.45,523.51,0.608,8278.72,,,2016-07-05 ,60,1
1124,22,83,0,2016-01-20,DefaultPeriod,3586.35,1,1,1,0,0,0,0,0,0,0,0,0,0.25,896.59,1165.56,1451.26,0.608,22950.12,,,2016-07-05 ,60,1
1125,22,88,0,2016-01-01,DefaultPeriod,3586.35,1,1,1,1,1,1,1,1,1,1,0,0,0.83,3000.58,3900.75,4856.87,0.608,76806.36,,,2016-07-05 ,60,1
1126,22,89,0,2016-01-01,DefaultPeriod,3586.35,1,1,1,1,1,1,1,1,1,1,0,0,0.83,3000.58,3900.75,4856.87,0.608,76806.36,,,2016-07-05 ,60,1
1127,22,91,0,2016-01-01,DefaultPeriod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,,,2016-07-05 ,60,1
1128,22,93,0,2016-01-01,DefaultPeriod,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2016-07-05 ,60,1
1129,22,95,0,2016-01-01,DefaultPeriod,3881.08,1,0,0,0,0,0,0,0,0,0,0,0,0.08,323.42,420.45,523.51,0.608,8278.72,,,2016-07-05 ,60,1
1130,22,101,0,2016-01-01,DefaultPeriod,4596.07,1,1,1,1,1,1,1,1,1,0,0,0,0.75,3458.54,4496.11,5598.15,0.608,88528.94,,,2016-07-05 ,60,1
1131,22,102,0,2016-01-01,DefaultPeriod,5114.58,1,1,1,1,1,1,1,1,1,1,1,1,1,5140.15,0,0,0.608,107449.74,,,2016-07-05 ,60,0
1132,22,103,0,2016-03-27,DefaultPeriod,3586.35,0,0,1,1,0,0,0,0,0,0,0,0,0.17,597.73,777.04,967.5,0.608,15300.07,,,2016-07-05 ,60,1
1133,22,106,0,2016-04-04,DefaultPeriod,3400.78,0,0,0,1,1,1,1,0,0,0,0,0,0.33,1136.43,1477.36,1839.47,0.608,29089.35,,,2016-07-05 ,60,1
1134,22,107,0,2016-01-01,DefaultPeriod,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2016-07-05 ,60,0
1135,22,108,0,2016-01-01,DefaultPeriod,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0.608,0,,,2016-07-05 ,60,0
1136,22,109,0,2016-01-01,DefaultPeriod,3586.35,1,1,1,1,1,1,1,1,1,1,1,0,0.92,3302.43,4293.16,5345.46,0.608,84532.91,,,2016-07-05 ,60,1
1137,22,110,0,2016-02-01,DefaultPeriod,3400.78,0,1,1,1,1,1,1,1,1,1,1,1,0.92,3134.39,4074.7,5073.45,0.608,80231.43,,,2016-07-05 ,60,1
1138,22,111,0,2016-01-11,DefaultPeriod,4329,60,60,60,60,60,60,60,0,0,0,0,0,35,151515,0,0,0.608,3167269.56,,,2016-07-05 ,60,0
1139,22,112,0,2016-01-01,DefaultPeriod,3881.08,1,1,1,1,1,1,1,1,0,0,0,0,0.67,2593.86,3372.01,4198.53,0.608,66395.38,ok,,2016-07-05 ,60,1
1140,22,113,0,2016-05-01,DefaultPeriod,3881.08,0,0,0,0,1,1,1,1,1,1,0,0,0.5,1953.48,2539.52,3161.98,0.608,50003.49,,,2016-07-05 ,60,1
1141,22,114,0,2016-05-02,DefaultPeriod,3881.08,0,0,0,0,1,1,1,1,1,1,1,1,0.67,2606.79,3388.83,4219.47,0.608,66726.52,,,2016-07-05 ,60,1
1142,22,115,0,2016-03-01,DefaultPeriod,3586.35,0,0,1,1,1,0,0,0,0,0,0,0,0.25,896.59,1165.56,1451.26,0.608,22950.12,,,2016-07-05 ,60,1
1143,22,116,0,2016-04-05,DefaultPeriod,3881.08,0,0,0,1,1,0,0,0,0,0,0,0,0.17,646.85,840.9,1047.01,0.608,16557.45,,,2016-07-05 ,60,1
1144,22,117,0,2016-01-01,DefaultPeriod,2565.72,1,1,1,1,1,1,0,0,0,0,0,0,0.5,1282.86,1667.72,2076.49,0.608,32837.6,,,2016-07-05 ,60,1
1145,22,118,0,2016-01-25,DefaultPeriod,0,1,1,0,0,0,0,0,0,0,0,0,0,0.17,0,0,0,0.608,0,,,2016-07-05 ,60,1
1146,22,119,0,2016-02-24,DefaultPeriod,2565.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,,,2016-07-05 ,60,1
1147,22,120,0,2016-04-01,DefaultPeriod,3586.35,0,0,0,1,1,1,1,1,0,0,0,0,0.42,1500.29,1950.38,2428.43,0.608,38403.19,,,2016-07-05 ,60,1
1148,22,121,0,2016-06-01,DefaultPeriod,2397.6,0,0,0,0,0,1,1,1,1,1,1,1,0.58,0,0,0,0.608,27218.71,,,2016-07-05 ,60,0
1149,22,122,0,2016-05-03,DefaultPeriod,3933.47,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0,0,0.4,1583.88,2059.04,2563.73,0.608,40542.79,,,2016-07-05 ,60,1
1150,22,123,0,2016-05-18,DefaultPeriod,3400.78,0,0,0,0,1,1,1,1,1,1,1,1,0.67,2284.19,0,0,0.608,47748.72,,,2016-07-05 ,60,0
1151,22,17,0,2016-12-01,Promotion,4395.61,0,0,0,0,0,0,0,0,0,0,0,1,0.08,369.96,0,0,0.608,7733.72,,,2016-07-05 ,60,0
1152,22,30,0,2016-07-15,Promotion,3958.7,0,0,0,0,0,0,1,1,1,1,1,1,0.5,1999.14,2598.89,3235.9,0.608,51172.43,,,2016-07-05 ,60,1
1153,22,49,0,2016-08-01,Promotion,4309.42,0,0,0,0,0,0,0,1,1,1,1,1,0.42,1813.55,0,0,0.608,37910.4,,,2016-07-05 ,60,0
1154,22,54,0,2016-02-20,Promotion,3742.26,0,1,1,1,1,1,1,1,1,1,1,1,0.92,3449.12,0,0,0.608,72100.34,,,2016-07-05 ,60,0
1155,22,79,0,2016-10-14,Promotion,3658.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,,,2016-07-05 ,60,1
1156,22,50,0,2016-01-01,DefaultPeriod,3957,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5144.1,6404.97,0.55,91501.26,,,2016-07-05 ,60,1
1157,22,71,0,2016-01-01,DefaultPeriod,3881.08,1,0,1,1,1,1,1,1,0,0,0,0,0.58,2270.43,2951.56,3675.02,0.608,58116.64,ok,,2016-07-05 ,60,1
1158,22,76,0,2016-01-01,DefaultPeriod,1466,1,1,1,1,1,1,1,1,1,1,0,0,0.83,1221.67,0,0,0.32,20963.8,ok,,2016-07-05 ,60,0
1159,22,110,0,2016-02-01,DefaultPeriod,3400.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok,,2016-07-05 ,60,1
1160,22,111,0,2016-01-11,DefaultPeriod,4329,0.6,0.6,0.6,0.6,0.6,0.6,0.6,0,0,0,0,0,0.35,1515.15,0,0,0.608,31672.7,,,2016-07-05 ,60,0
1161,22,123,0,2016-05-18,DefaultPeriod,3400.78,0,0,0,0,0.5,1,1,1,1,1,1,1,0.63,2142.49,0,0,0.608,44786.64,ok,,2016-07-05 ,60,0
1162,22,125,0,2016-05-17,DefaultPeriod,3958.7,0,0,0,0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.13,531.78,691.32,860.77,0.608,13612.19,ok,,2016-07-06 ,60,1
1163,22,50,0,2016-01-01,DefaultPeriod,3957,1,1,1,1,1,1,1,1,1,1,1,1,1,0,5144.1,6404.97,0.55,91501.26,contrat terrain (12 mois),,2016-07-05 ,60,1
1164,22,122,0,2016-05-03,DefaultPeriod,3933.47,0,0,0,0,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.53,2113.58,2747.66,3421.14,0.608,54101.79,,,2016-07-05 ,60,1
1165,22,20,0,2016-01-01,DefaultPeriod,4037.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok,,2016-07-05 ,60,0
1166,22,22,0,2016-01-01,DefaultPeriod,4395.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok,,2016-07-05 ,60,0
1167,22,23,0,2016-01-01,DefaultPeriod,4395.61,1,1,1,1,1,1,1,1,1,1,1,1,1,4417.59,0,0,0.608,92345.27,ok,,2016-07-05 ,60,0
1168,22,25,0,2016-01-01,DefaultPeriod,6240,0,0,0,0,0,0,1,1,1,1,1,1,0.5,3120,0,0,0,40560,a voir avec klaudia/rebecca?,,2016-07-05 ,60,0
1169,22,26,0,2016-01-01,DefaultPeriod,4309.42,1,1,1,1,1,1,1,1,1,1,1,1,1,4330.97,0,0,0.608,90534.55,ok,,2016-07-05 ,60,0
1170,22,34,0,2016-01-01,DefaultPeriod,4309.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok,,2016-07-05 ,60,0
1171,22,38,0,2016-01-01,DefaultPeriod,4309.42,1,1,1,1,1,1,1,1,1,1,1,1,1,4330.97,0,0,0.608,90534.55,ok,,2016-07-05 ,60,0
1172,22,42,0,2016-01-01,DefaultPeriod,6006.99,1,1,1,1,1,1,1,1,1,1,1,1,1,6037.03,0,0,0.608,126197.98,ok,,2016-07-05 ,60,0
1173,22,44,0,2016-01-01,DefaultPeriod,4596.07,1,1,1,1,1,1,1,1,1,1,1,1,1,4619.05,0,0,0.608,96556.62,ok,,2016-07-05 ,60,0
1174,22,53,0,2016-01-01,DefaultPeriod,4329.5,1,1,1,1,1,1,1,1,1,1,1,1,1,4351.15,0,0,0.608,90956.39,ok,,2016-07-05 ,60,0
1175,22,55,0,2016-01-01,DefaultPeriod,4538.88,1,1,1,1,1,1,1,1,1,1,1,1,1,4561.57,0,0,0.608,95355.14,ok,,2016-07-05 ,60,0
1176,22,59,0,2016-01-01,DefaultPeriod,8913,1,1,1,1,1,1,1,1,1,1,1,1,1,0,11586.9,14426.97,0,132969.87,ok,,2016-07-05 ,60,1
1177,22,61,0,2016-01-01,DefaultPeriod,2560.83,1,1,1,1,1,1,1,1,1,0,0,0,0.75,0,0,0,0.608,37183.86,ok,,2016-07-05 ,60,0
1178,22,72,0,2016-01-01,DefaultPeriod,3881.08,0,0,0,0,0,0,1,1,1,1,1,1,0.5,1959.94,2547.93,3172.45,0.608,50169.05,a voir avec klaudia,,2016-07-05 ,60,1
1179,22,73,0,2016-01-01,DefaultPeriod,3881.08,0,0,0,0,0,0,1,1,1,1,1,1,0.5,1959.94,2547.93,3172.45,0.608,50169.05,a voir avec klaudia,,2016-07-05 ,60,1
1180,22,81,0,2016-01-01,DefaultPeriod,3881.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,a voir avec klaudia,,2016-07-05 ,60,1
1181,22,83,0,2016-01-20,DefaultPeriod,3586.35,1,1,1,0,0,0,0,0,0,0,0,0,0.25,896.59,1165.56,1451.26,0.608,22950.12,ok,,2016-07-05 ,60,1
1182,22,93,0,2016-01-01,DefaultPeriod,4419.73,1,1,1,1,1,1,1,1,1,1,1,1,1,4419.73,5745.65,7153.97,0,70356.11,ok a voir avec klaudia (CT),,2016-07-05 ,60,1
1183,22,95,0,2016-01-01,DefaultPeriod,3881.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,a voir avec klaudia,,2016-07-05 ,60,1
1184,22,106,0,2016-04-04,DefaultPeriod,3400.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,,,2016-07-05 ,60,1
1185,22,114,0,2016-05-02,DefaultPeriod,3881.08,0,0,0,0,1,1,1,1,1,1,1,1,0.67,2606.79,3388.83,4219.47,0.608,66726.52,ok,,2016-07-05 ,60,1
1186,22,116,0,2016-04-05,DefaultPeriod,3881.08,0,0,0,1,1,0,0,0,0,0,0,0,0.17,646.85,840.9,1047.01,0.608,16557.45,ok,,2016-07-05 ,60,1
1187,22,120,0,2016-04-01,DefaultPeriod,3586.35,0,0,0,1,1,1,1,1,1,1,1,1,0.75,2707.69,3520,4382.79,0.608,69309.32,,,2016-07-05 ,60,1
1188,22,124,0,2016-06-01,DefaultPeriod,3586.35,0,0,0,0,0,1,1,1,1,1,1,1,0.58,0,2742.96,3415.29,0.608,50616.43,ok,,2016-07-05 ,60,1
1189,22,33,0,2016-01-01,DefaultPeriod,6304.22,1,1,1,1,1,1,1,1,1,1,1,1,1,6304.22,0,0,0.608,131783.41,ok,,2016-07-25 ,60,0
1190,22,119,0,2016-02-24,DefaultPeriod,2649.66,0,0.25,1,1,1,1,1,1,1,1,1,1,0.85,2263.25,2942.23,3663.4,0.608,57932.85,ok,,2016-07-29 ,60,1
1191,24,2,0,2016-01-01,DefaultPeriod,3881.08,0.5,0.25,0.25,1,1,1,1,1,1,1,1,1,0.83,3253.64,0,0,0.608,68014.06,ok vu avec NG 26/09/16,,2016-09-26 ,60,0
1192,24,3,0,2016-01-01,DefaultPeriod,4224.92,1,1,1,0,0,0,0,0,0,1,1,1,0.5,2123.02,0,0,0.608,44379.66,,,2016-09-26 ,60,0
1193,24,4,0,2016-01-01,DefaultPeriod,4687.99,1,1,1,1,1,1,1,1,1,1,1,1,1,4711.43,0,0,0.608,98487.73,ok vu avec NG 26/09/16,,2016-09-26 ,60,0
1194,24,7,0,2016-01-01,DefaultPeriod,8913,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,106956,ok vu avec NG 26/09/16,,2016-09-26 ,60,0
1195,24,9,0,2016-01-01,DefaultPeriod,4395.61,1,1,1,1,1,1,1,1,1,1,1,1,1,4417.59,0,0,0.608,92345.27,ok vu avec NG 26/09/16,,2016-09-26 ,60,0
1196,24,10,0,2016-01-01,DefaultPeriod,3958.7,1,1,1,1,1,1,1,1,1,1,1,1,1,3978.49,0,0,0.608,83166.42,,,2016-09-26 ,60,0
1197,24,11,0,2016-01-01,DefaultPeriod,4596.07,1,1,1,1,1,1,1,1,1,1,1,1,1,4619.05,0,0,0.608,96556.62,ok vu avec NG 26/09/16,,2016-09-26 ,60,0
1198,22,126,0,2016-05-02,DefaultPeriod,3881.08,0,0,0,0,0.5,0.5,0.5,0,0,0,0,0,0.13,486.75,632.78,787.88,0.608,12459.49,ok,,2016-07-06 ,60,1
1199,22,2,0,2016-01-01,DefaultPeriod,3881.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1950.24,0,0,0.608,40767.87,,,2016-07-06 ,60,1
1200,22,54,0,2016-01-01,DefaultPeriod,3534.16,1,0,0,0,0,0,0,0,0,0,0,0,0.08,294.51,0,0,0.608,6156.5,ok,,2016-07-06 ,60,0
1201,22,54,0,2016-02-20,Promotion,3742.26,0,1,1,1,1,1,1,1,1,1,1,1,0.92,3449.12,0,0,0.608,72100.34,ok,,2016-07-06 ,60,0
1202,22,102,0,2016-01-01,DefaultPeriod,5114.58,1,1,1,1,1,1,1,1,1,1,1,1,1,5140.15,0,0,0.608,107449.74,ok,,2016-07-06 ,60,0
1203,22,106,0,2016-04-04,DefaultPeriod,3400.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok,,2016-07-06 ,60,1
1204,22,108,0,2016-01-01,DefaultPeriod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok,,2016-07-06 ,60,0
1205,22,113,0,2016-05-01,DefaultPeriod,3881.08,0,0,0,0,1,1,1,1,1,1,0,0,0.5,1953.48,2539.52,3161.98,0.608,50003.49,ok,,2016-07-06 ,60,1
1206,22,127,0,2016-05-02,DefaultPeriod,3586.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,,,2016-07-06 ,60,1
1207,22,2,0,2016-01-01,DefaultPeriod,3881.08,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,1950.24,0,0,0.608,40767.87,ok,,2016-07-06 ,60,0
1208,22,2,0,2016-01-01,DefaultPeriod,3881.08,0.5,0.25,0.25,1,1,1,1,1,1,1,1,1,0.83,3253.64,0,0,0.608,68014.06,ok,,2016-07-06 ,60,0
1209,22,3,0,2016-01-01,DefaultPeriod,4224.92,1,1,1,0,0,0,0,0,0,1,1,1,0.5,2123.02,0,0,0.608,44379.66,ok,,2016-07-06 ,60,0
1210,22,11,0,2016-01-01,DefaultPeriod,4596.07,1,1,1,1,1,1,1,1,1,1,1,1,1,4619.05,0,0,0.608,96556.62,ok,,2016-07-06 ,60,0
1211,22,12,0,2016-01-01,DefaultPeriod,13416.67,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,161000.04,base 2015,,2016-07-06 ,60,0
1212,22,17,0,2016-01-01,DefaultPeriod,4309.42,1,1,1,1,1,1,1,1,1,1,1,0,0.92,3968.26,0,0,0.608,82952.46,ok,,2016-07-06 ,60,0
1213,22,17,0,2016-12-01,Promotion,4395.61,0,0,0,0,0,0,0,0,0,0,0,1,0.08,369.96,0,0,0.608,7733.72,ok,,2016-07-06 ,60,0
1214,22,21,0,2016-01-01,DefaultPeriod,4596.07,1,1,1,1,1,1,1,1,1,1,1,1,1,4619.05,0,0,0.608,96556.62,ok,,2016-07-06 ,60,0
1215,22,24,0,2016-01-01,DefaultPeriod,5300,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,1,1,1,0.4,2120,0,0,0.608,44316.48,ok voir commentaire,"<c author=""A-VALTAT"" mod=""5247720058874006953"">Jusqu'à septembre salaire epicentre paris à 20% puis à partir de oct 100% salaire suisse :  soit : janv à sept=1833*9+1833*9/12 (QP 13e mois)           oct-déc= 9 000*3 EUR coût total 2016 =44 872 EUR</c>",2016-07-06 ,60,0
1216,22,80,0,2016-01-01,DefaultPeriod,3881.08,1,1,1,1,1,1,1,1,1,1,1,1,1,3900.49,5070.63,6313.49,0.608,99841.41,ok,,2016-07-06 ,60,1
1217,22,103,0,2016-03-27,DefaultPeriod,3586.35,0,0,0.5,0.5,0,0,0,0,0,0,0,0,0.08,298.86,388.52,483.75,0.608,7650.03,ok,,2016-07-06 ,60,1
1218,22,101,0,2016-01-01,DefaultPeriod,4596.07,1,1,1,1,1,1,1,1,1,1,1,1,1,4619.05,6004.76,7476.59,0.608,118234.63,,,2016-07-11 ,60,1
1219,22,115,0,2016-03-01,DefaultPeriod,3586.35,0,0,1,1,1,1,1,1,0,0,0,0,0.5,1799.15,2338.9,2912.19,0.608,46053.23,ok,,2016-07-11 ,60,1
1220,22,4,0,2016-01-01,DefaultPeriod,4687.99,1,1,1,1,1,1,1,1,1,1,1,1,1,4711.43,0,0,0.608,98487.73,ok,,2016-07-11 ,60,0
1221,22,7,0,2016-01-01,DefaultPeriod,8913,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,106956,ok,,2016-07-11 ,60,0
1222,22,9,0,2016-01-01,DefaultPeriod,4395.61,1,1,1,1,1,1,1,1,1,1,1,1,1,4417.59,0,0,0.608,92345.27,oj,,2016-07-11 ,60,0
1223,22,25,0,2016-01-01,DefaultPeriod,6240,0,0,0,0,0,0,1,1,1,1,1,1,0.5,3120,0,0,0,40560,ok,,2016-07-11 ,60,0
1224,22,46,0,2016-01-01,DefaultPeriod,4687.99,1,1,1,1,1,1,1,1,1,1,1,1,1,4711.43,0,0,0.608,98487.73,ok,,2016-07-11 ,60,0
1225,22,88,0,2016-01-01,DefaultPeriod,3586.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.608,0,ok en couts op,,2016-07-11 ,60,1
